Time,Dedr,Age,Brt,Dwt,Value,HP,Year,Code1,Claims
0.45,100000,19,45777,78532,8000040,15400,2001,1,0
0.3,100000,19,45777,78532,8000040,15400,2001,1,0
0.25,100000,19,45777,78532,6700000,15400,2001,1,0
0.45,100000,19,45777,78532,8000040,15400,2001,1,0
0.3,100000,19,45777,78532,8000040,15400,2001,1,0
0.25,100000,19,45777,78532,6700000,15400,2001,1,0
0.45,100000,20,45777,78532,7333370,15400,2001,1,0
0.3,100000,20,45777,78532,7333370,15400,2001,1,0
0.25,100000,20,45777,78532,6700000,15400,2001,1,0
0.45,100000,20,46801,82462,7333370,15360,2001,1,0
0.3,100000,20,46801,82462,7333370,15360,2001,1,0
0.25,100000,20,46801,82462,6700000,15360,2001,1,0
1,100000,13,42447,12763,15000000,14400,2001,2,1
1,100000,2,38560,72891,23000000,11801,2001,1,0
0.95,100000,0,37500,72682,26000000,11801,2001,1,0
1,100000,5,38560,73080,23000000,10620,2001,1,0
1,100000,12,37519,68772,16500000,11030,2001,1,0
1,100000,11,37519,68788,17000000,14995,2001,1,0
1,100000,11,37519,68789,17000000,11030,2001,1,0
0.46,75000,18,21870,37092,8000000,8000,2001,1,0
0.5,300000,11,77655,152065,26000000,13940,2001,1,0
1,300000,7,77655,151330,30000000,16382,2001,1,0
1,75000,16,7845,11546,19100000,3800,2001,1,0
1,75000,11,14145,17309,14700000,5755,2001,1,0
1,50000,6,7249,7278,8000000,6933,2001,2,1
1,75000,6,11542,16880,15000000,7776,2001,1,0
1,150000,22,8960,12274,12000000,6000,2001,1,0
1,100000,16,19510,29152,10000000,6600,2001,1,0
1,100000,16,19510,29152,10000000,6600,2001,1,0
1,100000,16,19519,29152,10000000,6600,2001,1,0
1,50000,5,7249,7278,8000000,6933,2001,2,0
1,50000,7,7249,7278,8000000,5893,2001,2,0
1,100000,16,18993,28030,22000000,7500,2001,1,0
1,50000,7,7249,7276,8000000,6933,2001,2,1
1,100000,16,19385,30027,10000000,11520,2001,1,0
1,100000,16,18977,29319,10000000,7500,2001,1,0
1,150000,17,18284,28808,20000000,7500,2001,1,0
1,45160,7,7743,7721,14850000,11012,2001,2,0
1,51612,7,7743,7721,14850000,11012,2001,2,0
1,51612,7,7743,7721,14850000,11012,2001,2,0
1,45160,7,7743,7721,14850000,11012,2001,2,0
1,51612,7,7743,7721,14850000,11012,2001,2,0
1,51612,7,7743,7721,14850000,11012,2001,2,0
0.32,45160,4,155061,322398,13180000,29450,2001,1,0
0.32,96772,4,155061,322398,13180000,29450,2001,1,0
0.32,96772,4,155061,322398,13180000,29450,2001,1,0
1,100000,11,14406,16950,30000000,15288,2001,2,0
1,100000,11,14406,16950,30500000,13758,2001,2,0
1,100000,10,14406,16950,30000000,16858,2001,2,0
1,100000,9,7944,11054,13000000,14592,2001,2,0
1,100000,10,14406,16950,21000000,13758,2001,2,0
1,100000,10,5084,5150,5000000,5496,2001,2,0
1,100000,10,5084,5150,5000000,5496,2001,2,0
1,100000,9,5084,6000,5250000,5495,2001,2,0
1,100000,17,9092,8900,13000000,7680,2001,2,1
1,100000,9,7944,11155,13000000,16212,2001,2,0
0.28,100000,2,26966,46223,22000000,8610,2001,1,0
0.55,100000,2,26966,46223,18334000,8610,2001,1,0
0.66,100000,2,26966,46223,18334000,8610,2001,1,0
1,50000,11,36573,69637,13000000,12106,2001,1,1
1,50000,8,36952,69268,15000000,12120,2001,1,0
1,350000,2,29898,40160,24666679,12870,2001,2,0
1,350000,1,29898,41749,26083346,12885,2001,1,0
0.46,150000,9,63709,103203,27400000,20920,2001,1,0
0.29,150000,9,63709,103203,27400000,20920,2001,1,0
0.25,150000,9,63709,103203,22700000,20920,2001,1,0
0.7,53750,23,9878,12350,3000000,6362,2001,2,1
1,250000,15,27972,43131,16000000,9940,2001,2,0
1,250000,15,27972,43131,16000000,9073,2001,2,0
1,250000,15,20125,30382,12000000,9800,2001,1,0
1,250000,16,20915,30173,11000000,10050,2001,1,0
1,250000,23,27125,43793,6000000,13300,2001,1,0
1,250000,23,27743,43052,6000000,13100,2001,1,0
1,250000,23,26925,43051,6000000,13100,2001,1,0
1,250000,23,26925,43051,6000000,13100,2001,2,0
1,250000,17,30163,44169,13000000,15100,2001,2,0
1,250000,6,34364,44251,25000000,14076,2001,2,0
1,250000,6,34364,44220,25000000,14076,2001,1,0
1,250000,6,34364,44236,25000000,15638,2001,2,0
1,250000,6,34364,44285,25000000,15600,2001,1,0
1,250000,15,29275,41425,10000000,9450,2001,1,0
1,250000,15,29275,41409,10000000,9450,2001,2,0
1,250000,10,11878,17012,10000000,5940,2001,2,1
1,250000,24,12804,16560,3000000,9300,2001,2,0
1,250000,26,19203,29438,3000000,12788,2001,2,0
1,250000,2,30745,39495,32000000,15226,2001,2,0
1,250000,1,30745,39500,32000000,15226,2001,2,0
1,250000,1,30745,39500,32000000,15226,2001,2,0
1,250000,1,30000,39500,32000000,15226,2001,2,0
1,350000,1,29898,41749,26083346,14300,2001,1,0
1,100000,19,44887,75470,7333333,16520,2001,1,0
1,100000,18,44985,75590,8000000,16500,2001,1,0
1,100000,20,44887,75470,7333333,16533,2001,1,1
1,100000,13,42447,71046,16000000,14400,2001,2,0
1,100000,6,29031,48218,13200000,11665,2001,1,0
1,100000,6,29031,48218,13200000,11665,2001,1,0
1,75000,20,36263,63408,4560000,14400,2001,1,0
1,75000,18,35911,63883,5600000,12600,2001,1,1
1,100000,6,38131,71550,14000000,11020,2001,1,0
0.92,100000,0,38800,75000,20000000,10800,2001,1,0
0.78,100000,0,39978,75000,20000000,13867,2001,1,0
1,150000,15,23271,34750,12000000,11284,2001,1,0
0.33,350000,13,171924,305893,30000000,24361,2001,1,0
0.63,300000,13,171924,305893,32000000,24361,2001,1,0
0.3,350000,14,171924,305863,30000000,24362,2001,1,0
0.66,300000,14,171924,305863,32000000,24362,2001,1,0
1,250000,10,131479,260823,26400000,19892,2001,1,0
1,250000,11,131479,260783,25600000,19614,2001,1,0
1,250000,10,131479,260826,26400000,19892,2001,1,0
1,300000,4,155051,322457,40000000,29450,2001,1,0
1,100000,19,22258,35971,6500000,10807,2001,1,0
1,100000,19,22235,35941,6500000,11850,2001,1,0
1,100000,19,22300,36227,6500000,11856,2001,1,0
1,100000,14,22155,38455,9500000,9700,2001,1,0
1,100000,17,16861,28215,7000000,8640,2001,1,0
1,100000,14,20766,34970,8500000,8109,2001,1,0
1,100000,16,18011,30674,8000000,8160,2001,1,0
1,100000,16,18011,30674,8000000,8160,2001,1,0
1,100000,16,16775,28259,8000000,8640,2001,1,0
1,150000,3,37695,72495,25000000,13900,2001,1,0
1,150000,2,37695,72495,25000000,13900,2001,1,0
1,75000,26,23076,38708,9000000,8750,2001,1,0
1,75000,16,23279,40461,9000000,7345,2001,1,0
1,75000,17,24791,41373,9000000,11200,2001,1,0
1,75000,14,27417,47665,11000000,9230,2001,1,1
1,75000,2,26862,46500,20500000,8820,2001,1,0
1,75000,2,26862,46700,20500000,8820,2001,1,0
1,75000,11,25891,43665,13000000,8230,2001,1,0
1,75000,12,25891,43685,12500000,8230,2001,1,0
0.22,50000,11,36438,65000,21600000,12200,2001,1,0
0.78,50000,11,36438,65000,21600000,12200,2001,1,0
0.22,50000,10,36438,65000,21600000,12200,2001,1,0
0.78,50000,10,36438,65000,21600000,12200,2001,1,0
0.22,50000,4,38338,73371,24000000,12100,2001,1,0
0.78,50000,4,38338,73371,24000000,12100,2001,1,0
0.22,50000,4,39000,73300,24000000,12100,2001,1,0
0.78,50000,4,39000,73300,24000000,12100,2001,1,0
1,45160,6,36615,69045,3750000,10500,2001,1,0
1,51612,6,36615,69045,3750000,10500,2001,1,0
1,51612,6,36615,69045,3750000,10500,2001,1,1
1,75000,17,34572,64363,11000000,12220,2001,1,0
1,75000,5,36100,69100,24000000,13500,2001,1,0
1,75000,6,35900,69100,24000000,13500,2001,1,0
1,100000,9,41189,74928,23000000,9850,2001,1,0
0.66,50000,17,9092,11757,9787500,7680,2001,2,1
1.08,50000,16,10478,12650,5800000,9000,2001,2,0
0.04,50000,16,10478,12650,5800000,9000,2001,2,0
0.75,75000,13,36569,64944,10000000,10410,2001,1,0
0.68,75000,18,35911,64000,6666666,12600,2001,1,0
0.39,75000,24,13382,21743,4000000,11550,2001,1,0
0.61,100000,8,38131,71504,16666666,11020,2001,1,0
0.62,100000,6,38131,71550,16666666,11020,2001,1,0
1,40000,5,7451,10812,12000000,9992,2001,2,0
1,40000,5,7405,9696,12000000,9992,2001,2,2
1,40000,4,7451,10814,12000000,9992,2001,2,1
0.47,200000,24,64785,123003,10000000,21700,2001,1,0
0.4,200000,25,64593,118712,10000000,21700,2001,1,0
