Time,Dedr,Age,Brt,Dwt,Value,HP,Year,Code1,Claims
1,75000,17,19602,34142,10400000,12970,2003,1,0
1,75000,18,14348,23286,7700000,7020,2003,2,0
1,75000,9,36559,70101,15000000,10500,2003,1,0
1,75000,14,36074,65850,12500000,10450,2003,1,0
1,75000,9,22147,38858,13000000,6715,2003,1,0
1,75000,2,28718,50800,20000000,8840,2003,1,0
1,75000,24,37399,64911,4800000,15800,2003,1,0
0.15,100000,8,26400,44807,13250000,8290,2003,1,0
1,100000,5,24954,42442,18666666,9503,2003,1,0
0.1,100000,5,24954,42442,18666666,9503,2003,1,0
0.27,100000,5,24954,42442,19200000,9503,2003,1,0
0.92,100000,5,24954,42240,13333333,9503,2003,1,0
0.08,100000,5,24954,42240,16000000,9503,2003,1,0
0.1,100000,5,24954,42240,16000000,9503,2003,1,0
0.32,100000,5,24954,42240,19200000,9503,2003,1,0
1,50000,20,23144,37994,6200000,10500,2003,1,0
0.1,50000,20,23144,37994,6200000,10500,2003,1,0
1,50000,18,13898,22782,5400000,6000,2003,1,0
0.1,50000,18,13898,22782,5400000,6000,2003,1,0
1,50000,19,13881,22828,5000000,6000,2003,1,0
0.1,50000,19,13881,22828,5000000,6000,2003,1,0
1.01,100000,15,18936,23853,7200000,15480,2003,2,0
0.94,100000,14,18936,23853,7200000,13160,2003,2,0
0.92,100000,24,17128,22378,4000000,15000,2003,2,0
0.18,100000,24,17128,22378,4000000,15000,2003,2,0
0.62,100000,24,17128,22378,4000000,15000,2003,2,0
0.21,100000,24,17128,22378,4800000,15000,2003,2,0
0.92,100000,24,17128,22229,4000000,15000,2003,2,0
0.65,100000,24,17128,22229,4000000,15000,2003,2,0
0.14,100000,24,17128,22229,4000000,15000,2003,2,0
0.21,100000,24,17128,22229,4800000,15000,2003,2,0
0.92,100000,24,17128,22229,4000000,15000,2003,2,0
0.66,100000,24,17128,22229,4000000,15000,2003,2,0
0.13,100000,24,17128,22229,4000000,15000,2003,2,0
0.21,100000,24,17128,22229,4800000,15000,2003,2,0
0.72,100000,24,23239,31555,4000000,15200,2003,2,0
0.19,100000,24,23239,31555,4000000,15200,2003,2,0
0.78,100000,24,23239,31555,4000000,15200,2003,2,0
0.43,100000,24,23239,31507,4000000,15200,2003,2,0
0.25,100000,10,63709,103153,18720000,20940,2003,1,0
0.75,100000,10,63709,103153,22110000,20940,2003,1,0
0.25,100000,11,63709,103203,17600000,20920,2003,1,0
0.75,100000,11,63709,103203,20770000,20920,2003,1,0
0.52,100000,23,16736,21110,1600000,10800,2003,2,0
0.39,75000,23,16736,21110,2530000,10800,2003,2,0
0.08,75000,23,16736,21110,2530000,10800,2003,2,0
1,125000,6,85315,167102,28800000,22902,2003,1,0
0.5,125000,6,85315,167102,28800000,22902,2003,1,0
1,125000,6,85315,167102,28800000,19480,2003,1,0
0.5,125000,6,85315,167102,28800000,19480,2003,1,0
1,125000,6,85315,167102,28800000,22902,2003,1,1
0.5,125000,6,85315,167102,28800000,22902,2003,1,0
1,125000,6,85315,167102,28800000,22902,2003,1,0
0.5,125000,6,85315,167102,28800000,22902,2003,1,0
1,100000,8,81272,161010,22400000,22920,2003,1,0
0.5,100000,8,81272,161010,22400000,22920,2003,1,0
1,100000,8,81272,161010,22400000,19487,2003,1,0
0.5,100000,8,81272,161010,22400000,19487,2003,1,1
0.43,150000,13,77096,149516,12700000,11220,2003,1,0
1,100000,7,17977,28149,10000000,7770,2003,1,1
1,100000,7,18100,28149,10000000,7770,2003,1,0
1,100000,16,25865,43549,8000000,9680,2003,1,0
1,100000,16,25865,43434,8000000,9680,2003,1,0
1.25,250000,13,41173,68178,25000000,16309,2003,1,0
1.25,250000,21,23955,38900,25000000,8819,2003,1,0
1.25,250000,4,41428,70037,25000000,13195,2003,1,0
1.25,250000,2,41428,70018,25000000,14661,2003,1,0
1.25,125000,19,22931,31698,10000000,11200,2003,1,0
1.25,125000,26,21047,31921,10000000,11600,2003,1,0
1.25,250000,25,18241,26608,10000000,11556,2003,1,0
1.25,250000,32,19623,31364,10000000,13300,2003,1,0
1,100000,5,25982,45725,12000000,9750,2003,1,0
1,100000,7,25968,45402,12000000,9748,2003,1,0
1,100000,7,26449,47639,12000000,9970,2003,1,0
1,100000,5,26400,45146,12000000,9750,2003,1,0
1,100000,13,38337,70424,10000000,10670,2003,1,0
1,100000,13,38337,70424,10000000,10670,2003,1,0
1,100000,13,38337,70427,10000000,9593,2003,1,0
1,100000,18,16775,28259,5000000,8640,2003,1,0
1,100000,18,18011,30674,5000000,8160,2003,1,0
1,100000,18,18011,30674,5000000,8160,2003,1,0
1,100000,16,20766,34970,5000000,8109,2003,1,0
1,100000,19,16861,28215,5000000,8640,2003,1,0
1,100000,16,22155,38455,5000000,9700,2003,1,0
1,100000,21,22300,36227,3500000,11856,2003,1,0
1,100000,21,22235,35941,3500000,11850,2003,1,0
1,100000,21,22258,35971,3500000,10807,2003,1,0
1,50000,2,39900,63800,18400000,18420,2003,1,0
1,50000,6,38338,73371,16800000,12100,2003,1,0
1,50000,6,39000,73300,16800000,12100,2003,1,1
1,50000,1,40008,76015,18400000,16680,2003,1,0
1,100000,13,14406,16950,30000000,15288,2003,2,1
1,100000,13,14406,16950,30000000,13758,2003,2,0
1,100000,12,14406,16950,30000000,16858,2003,2,0
1,100000,12,14406,16950,18000000,13758,2003,2,1
1,100000,11,7944,11054,11000000,14592,2003,2,1
1,100000,11,7944,11155,11000000,16212,2003,2,3
1,100000,11,5084,6000,4250000,5495,2003,2,1
1,100000,12,5084,5150,4000000,5496,2003,2,0
1,100000,12,5084,5150,4000000,5496,2003,2,0
1,100000,11,7944,11095,11000000,16213,2003,2,0
0.62,90000,7,17255,28716,12000000,8000,2003,1,0
0.38,90000,7,17255,28716,12500000,8000,2003,1,0
0.62,90000,6,17255,28500,12000000,8000,2003,1,0
0.38,90000,6,17255,28500,13000000,8000,2003,1,0
1,75000,7,26922,43769,22857150,10140,2003,1,0
1,75000,7,26897,43775,22857150,11270,2003,1,0
1,75000,18,24943,42842,14286000,9370,2003,1,0
0.79,75000,18,22403,38099,14285715,7200,2003,1,0
0.21,75000,18,24639,42512,12857150,7165,2003,1,0
1,90000,5,26028,45621,14000000,9600,2003,1,0
1,90000,8,26449,47639,16100000,9976,2003,1,1
1,90000,2,28691,51029,15400000,10400,2003,1,0
1,90000,14,25891,43665,11900000,8230,2003,1,0
1,100000,11,41189,74868,18000000,10900,2003,1,0
1,100000,10,41189,75075,18000000,10900,2003,1,0
1,100000,10,45993,83155,19000000,10900,2003,1,1
1,100000,10,45593,83155,19000000,10900,2003,1,0
0.73,100000,18,25221,41876,6000000,10000,2003,1,0
0.4,100000,18,24943,42842,5000000,7965,2003,1,0
1,100000,11,41189,74868,18000000,9850,2003,1,0
1,50000,6,7606,5758,12000000,10196,2003,2,0
1,50000,4,10069,12126,8000000,10794,2003,2,0
1,50000,6,2658,3250,3600000,4459,2003,2,0
1,50000,7,2658,3274,3400000,4461,2003,2,0
1,50000,7,2658,3268,3400000,4459,2003,2,0
1,50000,8,2658,3200,3200000,4459,2003,2,0
1,50000,8,2658,3285,3200000,4459,2003,2,0
1,60000,17,24652,42609,11200000,7160,2003,1,0
1,50000,3,16582,27000,9800000,7300,2003,1,0
1,50000,13,6421,6817,5600000,9049,2003,2,0
1,75000,19,13277,17300,5600000,8000,2003,2,1
1,50000,18,17280,22351,3850000,15225,2003,2,0
1,50000,20,17210,22351,3850000,15225,2003,2,1
1,50000,20,17210,22351,3850000,15225,2003,2,0
0.83,50000,1,23132,30000,17500000,21470,2003,2,0
1,50000,6,2456,3703,7000000,816,2003,2,0
0.12,125000,3,55729,16300,43000000,19460,2003,2,0
0.88,125000,3,55729,16300,43000000,19460,2003,2,0
0.12,300000,23,23107,10758,4500000,11700,2003,2,0
0.88,300000,23,23107,10758,4500000,11700,2003,2,0
0.12,125000,16,31367,9694,12000000,12060,2003,2,0
0.88,125000,16,31367,9694,12000000,12060,2003,2,0
0.12,125000,16,42247,12706,15000000,14400,2003,2,0
0.88,125000,16,42247,12706,15000000,14400,2003,2,0
0.12,125000,8,44818,12500,21000000,14100,2003,2,0
0.88,125000,8,44818,12500,21000000,14100,2003,2,0
0.12,125000,8,44818,12500,21000000,14100,2003,2,0
0.88,125000,8,44818,12500,21000000,14100,2003,2,0
0.12,125000,7,55680,16293,34000000,17510,2003,2,0
0.88,125000,7,55680,16293,34000000,17510,2003,2,0
0.12,125000,6,55729,16300,34000000,19460,2003,2,0
0.88,125000,6,55729,16300,34000000,19460,2003,2,0
0.12,125000,5,55729,16300,38000000,19460,2003,2,0
0.88,125000,5,55729,16300,38000000,19460,2003,2,0
0.12,125000,17,40772,12889,15000000,11950,2003,2,0
0.88,125000,17,40772,12889,15000000,11950,2003,2,0
0.12,300000,23,23107,10803,4500000,11700,2003,2,0
0.88,300000,23,23107,10803,4500000,11700,2003,2,0
0.12,125000,16,31367,9694,12000000,12060,2003,2,0
0.88,125000,16,31367,9694,12000000,12060,2003,2,0
0.12,125000,16,42247,12706,15000000,14400,2003,2,0
0.88,125000,16,42247,12706,15000000,14400,2003,2,0
0.12,125000,7,55680,16317,34000000,17510,2003,2,0
0.88,125000,7,55680,16317,34000000,17510,2003,2,0
0.12,125000,7,55680,16293,34000000,17510,2003,2,0
0.88,125000,7,55680,16293,34000000,17510,2003,2,0
0.12,125000,5,55729,16300,38000000,19460,2003,2,0
0.88,125000,5,55729,16300,38000000,19460,2003,2,0
0.12,125000,4,55729,16300,40000000,19460,2003,2,0
0.88,125000,4,55729,16300,40000000,19460,2003,2,0
0.12,125000,6,55680,16310,34000000,17510,2003,2,0
0.88,125000,6,55680,16310,34000000,17510,2003,2,0
0.12,125000,15,41353,12761,14000000,14400,2003,2,0
0.88,125000,15,41353,12761,14000000,14400,2003,2,0
0.12,125000,17,40772,12893,15000000,11950,2003,2,0
0.88,125000,17,40772,12893,15000000,11950,2003,2,1
0.37,100000,0,29985,53609,16000000,12889,2003,1,0
1,150000,23,89421,129009,33333500,40999,2003,1,1
1,100000,23,89421,129009,6000000,40999,2003,1,0
1,50000,8,10069,12126,6000000,10799,2003,2,0
0.17,100000,9,25197,40926,15000000,11340,2003,1,0
1,125000,12,31463,52580,7000000,12907,2003,1,0
1,125000,11,31643,52630,7000000,12915,2003,1,0
0.54,175000,18,45278,76235,7600000,15200,2003,1,0
1,175000,18,44921,76297,7600000,15188,2003,1,1
0.44,175000,18,44921,76297,7600000,15188,2003,1,0
0.62,175000,18,44921,76278,7600000,15188,2003,1,0
1,175000,18,45278,76324,7600000,15195,2003,1,0
0.44,175000,18,45278,76324,7600000,15195,2003,1,0
1,175000,18,45353,76324,7600000,15200,2003,1,0
0.44,175000,18,45353,76324,7600000,15200,2003,1,0
1,175000,18,45278,76273,7600000,15200,2003,1,1
0.44,175000,18,45278,76273,7600000,15200,2003,1,0
0.78,150000,7,85706,164188,31000000,21658,2003,1,0
0.22,150000,7,85706,164188,35000000,21658,2003,1,0
0.78,150000,7,85706,164303,31000000,21658,2003,1,1
0.22,150000,7,85706,164303,35000000,21658,2003,1,0
0.78,100000,8,26091,45429,15000000,8289,2003,1,0
0.22,100000,8,26091,45429,17000000,8289,2003,1,0
0.78,100000,8,26091,45455,14000000,9750,2003,1,0
0.22,100000,8,26091,45455,17000000,9750,2003,1,0
0.78,100000,8,23263,42183,12000000,8470,2003,1,0
0.22,100000,8,23263,42183,16000000,8470,2003,1,0
0.78,100000,12,23272,42003,10000000,5500,2003,1,0
0.22,100000,12,23272,42003,13000000,5500,2003,1,0
0.78,100000,21,34654,63308,6000000,14400,2003,1,0
0.22,100000,21,34654,63308,7000000,14400,2003,1,0
0.78,100000,22,35350,65593,5000000,15200,2003,1,0
0.22,100000,22,35350,65593,7000000,15200,2003,1,0
0.78,100000,23,22600,38871,3000000,11556,2003,1,0
0.22,100000,23,22600,38871,4000000,11556,2003,1,0
0.78,100000,25,26194,44750,3000000,12000,2003,1,0
0.22,100000,25,26194,44750,3500000,12000,2003,1,0
0.78,100000,24,22600,38888,3000000,11556,2003,1,0
0.22,100000,24,22600,38888,4000000,11556,2003,1,0
0.78,75000,2,28718,50800,20000000,10400,2003,1,0
0.22,75000,2,28718,50800,24000000,10400,2003,1,0
0.08,75000,3,28632,50913,18000000,9210,2003,1,0
0.7,75000,3,28632,50913,19000000,9210,2003,1,0
0.22,75000,3,28632,50913,25000000,9210,2003,1,0
0.78,75000,1,27989,50341,20000000,10999,2003,1,0
0.22,75000,1,27989,50341,25000000,10999,2003,1,0
0.32,100000,6,38215,73726,15200000,12070,2003,1,0
0.68,126180,6,38215,73726,7600000,12070,2003,1,0
0.42,100000,8,38433,74044,13600000,12098,2003,1,0
0.68,125000,0,87597,171000,33600000,22920,2003,1,0
0.5,125000,0,87597,171000,33600000,22920,2003,1,0
0.32,125000,0,88000,170000,33600000,22920,2003,1,0
0.5,125000,0,88000,170000,33600000,22920,2003,1,0
0.5,125000,0,87500,171000,33600000,22920,2003,1,0
0.5,125000,0,87500,171000,33600000,22920,2003,1,0
0.84,125000,0,87597,171009,33600000,19479,2003,1,0
0.5,125000,0,87597,171009,33600000,19479,2003,1,0
1,125000,0,87950,170000,33600000,22919,2003,1,0
0.5,125000,0,87950,170000,33600000,22919,2003,1,0
0.08,75000,12,7239,9157,10000000,10876,2003,2,0
0.92,75000,12,7239,9157,8666666,10876,2003,2,0
0.08,75000,19,12615,9472,9400000,11600,2003,2,0
0.92,75000,19,12615,9472,6666666,11600,2003,2,0
1,50000,12,52288,29213,44000000,14490,2003,2,0
1,50000,26,43487,17197,34000000,20107,2003,2,0
1,50000,26,43487,17197,34000000,20107,2003,2,0
1,50000,25,45037,12178,26800000,20800,2003,2,0
1,50000,25,45037,12197,26800000,20800,2003,2,0
1,50000,22,50681,28689,37000000,18348,2003,2,0
1,50000,22,50681,28676,37000000,18353,2003,2,1
1,50000,21,50681,28566,37000000,18355,2003,2,0
1,50000,21,50681,28566,37000000,18355,2003,2,1
1,50000,20,28116,12575,26800000,10800,2003,2,0
1,50000,20,27876,12527,26800000,10800,2003,2,0
1,50000,20,28117,12562,26800000,10800,2003,2,0
1,50000,20,28116,12466,26800000,10800,2003,2,1
1,50000,18,51071,28536,37000000,20651,2003,2,0
1,50000,18,51071,28396,37000000,20651,2003,2,0
1,50000,18,51858,28529,37000000,16980,2003,2,0
1,50000,18,51858,28509,37000000,16980,2003,2,0
1,50000,17,42110,17176,34000000,12400,2003,2,0
1,50000,17,42105,17271,34000000,12400,2003,2,0
1,50000,16,47219,15681,37000000,11850,2003,2,0
1,50000,11,52479,29152,44000000,14479,2003,2,0
1,50000,9,55598,22615,44000000,22239,2003,2,0
1,50000,8,55598,22815,44000000,22239,2003,2,0
1,50000,8,55598,22615,44000000,22239,2003,2,0
1,50000,6,56893,22754,44000000,22239,2003,2,0
1,50000,6,56893,22590,44000000,22239,2003,2,0
1,50000,5,56893,22754,44000000,22239,2003,2,0
1,50000,4,57018,22619,44000000,19998,2003,2,0
1,50000,4,57018,22620,44000000,19998,2003,2,0
1,50000,4,57018,22620,44000000,19998,2003,2,0
1,50000,4,57018,14925,44000000,19998,2003,2,0
0.98,50000,0,57112,22620,44000000,22187,2003,2,1
1,100000,9,45593,83155,19000000,10900,2003,1,0
1,100000,10,45593,83155,18000000,10900,2003,1,0
1,100000,9,45593,83155,19000000,10900,2003,1,0
1,100000,11,41189,74928,16500000,9850,2003,1,1
1,100000,7,26449,47300,10700000,9970,2003,1,0
0.08,125000,17,24632,37049,4725000,9500,2003,1,0
1,250000,24,25063,38618,12500000,13100,2003,2,0
1,100000,11,57082,96027,32000000,15245,2003,1,0
1,100000,12,57082,96027,32000000,15245,2003,1,0
1,100000,12,57082,96027,32000000,15245,2003,1,0
1,100000,11,57082,96027,32000000,15245,2003,1,0
1,100000,11,57082,96027,32000000,15245,2003,1,0
1,100000,11,57082,96027,32000000,15245,2003,1,0
1,100000,12,57082,96027,32000000,15245,2003,1,0
1,100000,11,57082,96027,30000000,15245,2003,1,0
1,100000,11,57082,96027,30000000,15245,2003,1,0
1,100000,8,29031,48218,14000000,11665,2003,1,0
1,100000,8,29031,48218,14000000,11665,2003,1,0
0.92,65000,0,5500,6750,8750000,8116,2003,2,0
0.87,150000,16,82975,148982,12000000,23030,2003,1,0
1,60000,18,15786,26523,7000000,5865,2003,1,0
1,92500,1,30049,52016,20000000,11665,2003,1,0
1,92500,1,30049,51000,20000000,11665,2003,1,1
0.73,92500,0,29000,51000,20000000,11666,2003,1,0
0.83,150000,15,42447,12763,13600000,14400,2003,2,0
1,90000,20,6136,6666,4000000,7890,2003,2,1
1,90000,21,6089,6370,4000000,7890,2003,2,0
1,90000,21,6070,6348,4000000,7890,2003,2,0
1,90000,20,6127,6325,4000000,7890,2003,2,0
1,90000,21,5122,6434,3600000,7000,2003,2,0
0.83,65000,0,23132,24500,17500000,21461,2003,2,0
0.34,200000,20,113342,224222,10000000,18900,2003,1,0
0.54,200000,20,113342,224222,10000000,18900,2003,1,0
0.12,200000,20,113342,224222,13400000,18900,2003,1,0
1,100000,5,6311,9092,14000000,7178,2003,1,0
1,100000,5,6311,9086,13350000,7178,2003,1,0
1,75000,19,18993,28030,22000000,7500,2003,1,0
0.24,50000,13,14145,17309,20000000,5755,2003,1,0
1,50000,18,7857,11546,19100000,3800,2003,1,3
0.81,75000,18,18977,29319,10000000,7500,2003,1,0
0.7,75000,18,19385,30027,10000000,11520,2003,1,1
0.66,75000,18,19519,29152,10000000,6600,2003,1,0
0.6,75000,18,19510,29152,10000000,6600,2003,1,0
1,50000,9,7249,7276,8000000,6933,2003,2,1
1,50000,9,7249,7278,8000000,5893,2003,2,0
0.52,50000,7,7249,7278,8000000,6933,2003,2,0
1,50000,8,7249,7278,8000000,6933,2003,2,0
1,75000,17,17264,26841,5000000,7170,2003,1,0
1,75000,19,12859,21339,3550000,8100,2003,1,0
1,75000,19,13852,23508,3550000,6950,2003,1,0
1,75000,18,12308,21538,3000000,5600,2003,1,0
1,75000,17,17265,26849,5000000,7170,2003,1,0
1,100000,20,44985,75590,6000000,16500,2003,1,0
1,100000,21,44887,75470,6000000,16520,2003,1,0
0.71,150000,22,36782,65668,7200000,13900,2003,1,0
0.3,150000,22,36782,65668,8000000,13900,2003,1,0
0.13,100000,19,22215,37593,8000000,9780,2003,1,0
0.71,100000,18,14337,23278,7200000,7020,2003,2,0
0.3,100000,18,14337,23278,6000000,7020,2003,2,0
1,100000,24,10274,17188,3200000,6000,2003,2,0
1,100000,24,10274,17199,3200000,6000,2003,2,0
0.71,100000,18,14283,22669,7200000,7020,2003,2,0
0.3,100000,18,14283,22669,6000000,7020,2003,2,0
0.71,100000,20,20432,34070,8000000,10800,2003,1,0
0.3,100000,20,20432,34070,5200000,10800,2003,1,0
0.71,100000,21,20432,34070,7200000,10800,2003,1,0
0.3,100000,21,20432,34070,5000000,10800,2003,1,0
0.71,100000,19,24643,41502,8800000,7160,2003,1,0
0.3,100000,19,24643,41502,6800000,7160,2003,1,0
0.71,100000,19,24643,41479,8800000,7160,2003,1,0
0.3,100000,19,24643,41479,6800000,7160,2003,1,0
0.71,150000,21,34407,61537,7200000,13100,2003,1,0
0.3,150000,21,34407,61537,8000000,13100,2003,1,0
1,100000,19,22215,38213,8000000,9780,2003,1,0
0.71,175000,10,81569,161643,27200000,18846,2003,1,0
0.3,175000,10,81569,161643,34000000,18846,2003,1,0
0.71,175000,10,81120,161643,27200000,17600,2003,1,0
0.3,175000,10,81120,161643,34000000,17600,2003,1,0
0.71,175000,10,81569,161545,27200000,18846,2003,1,0
0.3,175000,10,81569,161545,34000000,18846,2003,1,0
0.71,175000,9,81120,161587,28000000,20962,2003,1,1
0.3,175000,9,81120,161587,36000000,20962,2003,1,0
0.71,150000,14,36781,69406,12000000,9329,2003,1,0
0.3,150000,14,36781,69406,14000000,9329,2003,1,0
0.71,150000,14,36781,69406,12000000,9330,2003,1,1
0.3,150000,14,36781,69406,14000000,9330,2003,1,0
0.71,150000,14,36986,69346,12000000,8570,2003,1,0
0.3,150000,14,36986,69346,14000000,8570,2003,1,0
0.71,150000,8,38859,73556,21200000,13889,2003,1,0
0.3,150000,8,38859,73556,22000000,13889,2003,1,0
0.71,150000,7,38859,73519,22000000,12510,2003,1,0
0.3,150000,7,38859,73519,24000000,12510,2003,1,0
0.71,175000,4,87523,171997,38400000,22902,2003,1,1
0.3,175000,4,87523,171997,44000000,22902,2003,1,0
0.71,175000,9,75871,149321,24000000,19100,2003,1,0
0.3,175000,9,75871,149321,32000000,19100,2003,1,0
0.71,150000,8,38131,71550,20000000,11020,2003,1,0
0.3,150000,8,38131,71550,22000000,11020,2003,1,0
0.71,150000,1,39941,74363,24400000,14900,2003,1,0
0.3,150000,1,39941,74363,30000000,14900,2003,1,0
0.71,175000,4,86600,171101,36000000,19480,2003,1,0
0.3,175000,4,86600,171101,44000000,19480,2003,1,0
0.71,175000,4,86600,171176,36000000,19480,2003,1,0
0.3,175000,4,86600,171176,44000000,19480,2003,1,0
0.62,65000,0,22800,24500,17500000,21490,2003,2,0
0.69,150000,2,87378,169770,40000000,22920,2003,1,0
0.31,150000,2,87378,169770,50400000,22920,2003,1,0
0.69,150000,2,86201,169163,40000000,19480,2003,1,0
0.31,150000,2,86201,169163,50400000,19480,2003,1,0
0.69,150000,3,87407,170415,38000000,18628,2003,1,0
0.31,150000,3,87407,170415,47600000,18628,2003,1,0
0.69,150000,3,87407,170387,38000000,18628,2003,1,0
0.31,150000,3,87407,170387,47600000,18628,2003,1,0
0.69,150000,3,87407,170415,38000000,18628,2003,1,0
0.31,150000,3,87407,170415,47600000,18628,2003,1,0
0.69,150000,7,81140,161417,30000000,20940,2003,1,0
0.31,150000,7,81140,161417,34800000,20940,2003,1,0
0.69,100000,1,38000,74374,26000000,15000,2003,1,0
0.31,100000,1,38000,74374,31200000,15000,2003,1,0
0.69,100000,2,39941,74428,25000000,15000,2003,1,0
0.31,100000,2,39941,74428,29800000,15000,2003,1,0
0.69,100000,2,39941,74374,25000000,15000,2003,1,0
0.31,100000,2,39941,74374,31000000,15000,2003,1,0
0.69,150000,9,77211,150790,26000000,16500,2003,1,0
0.31,150000,9,77211,150790,30000000,16500,2003,1,0
0.69,100000,4,38564,61600,23000000,14099,2003,1,0
0.31,100000,4,38564,61600,27800000,14099,2003,1,0
0.69,100000,4,38564,72844,23000000,11801,2003,1,0
0.31,100000,4,38564,72844,27800000,11801,2003,1,0
0.69,100000,4,38564,61600,23000000,13508,2003,1,0
0.31,100000,4,38564,61600,27800000,13508,2003,1,0
0.69,100000,6,36559,70281,21000000,12500,2003,1,0
0.31,100000,6,36559,70281,24200000,12500,2003,1,0
0.69,125000,18,34541,65298,10000000,10900,2003,1,0
0.31,125000,18,34541,65298,11600000,10900,2003,1,0
0.54,100000,14,36573,69351,7200000,10080,2003,1,0
1,100000,16,37031,64425,6000000,13150,2003,1,0
0.5,100000,16,37031,64425,6000000,13150,2003,1,0
0.67,175000,7,81151,161059,32000000,21371,2003,1,0
0.3,175000,7,81151,161059,44000000,21371,2003,1,0
1,75000,21,18061,28268,9500000,10700,2003,1,0
1,75000,4,28074,48893,25000000,8898,2003,1,1
0.58,175000,7,37550,70120,24000000,10672,2003,1,0
0.42,175000,7,37550,70120,32000000,10672,2003,1,0
0.58,175000,10,37550,70456,22000000,9609,2003,1,0
0.42,175000,10,37550,70456,30000000,9609,2003,1,0
0.58,175000,2,38889,72700,26000000,11865,2003,1,0
0.42,175000,2,38889,72700,32000000,11865,2003,1,0
0.58,175000,1,38900,72600,26000000,13960,2003,1,0
0.42,175000,1,38900,72600,32000000,13960,2003,1,0
0.58,175000,2,28889,72562,26000000,10284,2003,1,0
0.42,175000,2,28889,72562,32000000,10284,2003,1,0
0.58,175000,2,38889,72600,26000000,11865,2003,1,0
0.42,175000,2,38889,72600,32000000,11865,2003,1,0
0.51,175000,2,87363,172964,31000000,19998,2003,1,0
0.58,175000,1,30739,47700,26000000,12870,2003,1,0
0.42,175000,1,30739,47700,32000000,12870,2003,1,0
0.58,175000,1,29000,49900,23000000,12870,2003,1,0
0.42,175000,1,29000,49900,30000000,12870,2003,1,0
0.6,175000,14,31255,47979,14000000,12788,2003,1,0
0.29,125000,14,31255,47979,12800000,12788,2003,1,0
0.13,300000,14,31255,47979,15000000,12788,2003,1,0
0.08,175000,17,31276,48263,13000000,12800,2003,1,0
0.53,300000,17,31276,48263,12000000,12800,2003,1,0
0.41,300000,17,31276,48263,15000000,12800,2003,1,0
0.08,175000,16,31255,47980,13000000,12800,2003,1,0
0.54,300000,16,31255,47980,12000000,12800,2003,1,0
0.41,300000,16,31255,47980,15000000,12800,2003,1,0
0.29,175000,16,24621,41756,8000000,9800,2003,1,0
0.29,175000,16,24621,41756,9000000,9800,2003,1,0
0.42,175000,16,24621,41756,14000000,9800,2003,1,0
0.29,175000,16,24615,41734,8000000,9800,2003,1,0
0.29,175000,16,24615,41734,9000000,9800,2003,1,0
0.42,175000,16,24615,41734,14000000,9800,2003,1,0
0.2,175000,7,38606,69997,14000000,11305,2003,1,0
0.18,175000,7,40483,73008,14000000,11305,2003,1,0
0.31,175000,24,21630,33684,3000000,12000,2003,1,0
0.27,175000,24,21630,33684,5500000,12000,2003,1,0
0.42,175000,24,21630,33684,7000000,12000,2003,1,0
0.58,175000,1,29000,50900,17000000,12870,2003,1,0
0.42,175000,1,29000,50900,22000000,12870,2003,1,0
0.58,175000,1,29000,50900,17000000,12870,2003,1,0
0.42,175000,1,29000,50900,22000000,12870,2003,1,0
0.54,100000,4,39714,75462,22000000,12590,2003,1,0
0.18,100000,4,39714,75462,28000000,12590,2003,1,0
0.11,100000,4,39714,75462,30000000,12590,2003,1,0
0.18,100000,4,39714,75462,40000000,12590,2003,1,0
0.54,100000,4,39714,75484,22000000,11325,2003,1,0
0.18,100000,4,39714,75484,28000000,11325,2003,1,0
0.11,100000,4,39714,75484,30000000,11325,2003,1,0
0.18,100000,4,39714,75484,40000000,11325,2003,1,0
0.54,150000,11,91642,165239,22000000,16314,2003,1,0
0.18,150000,11,91642,165239,27000000,16314,2003,1,0
0.11,150000,11,91642,165239,32000000,16314,2003,1,0
0.09,150000,11,91642,165239,35000000,16314,2003,1,0
0.08,150000,11,91642,165239,45000000,16314,2003,1,0
0.54,100000,3,38367,73200,21000000,12068,2003,1,0
0.18,100000,3,38367,73200,29000000,12068,2003,1,0
0.11,100000,3,38367,73200,31000000,12068,2003,1,0
0.18,100000,3,38367,73200,42000000,12068,2003,1,0
0.54,175000,18,93000,174001,15000000,16500,2003,1,0
0.18,175000,18,93000,174001,20000000,16500,2003,1,0
0.2,175000,18,93000,174001,25000000,16500,2003,1,0
0.08,175000,18,93000,174001,30000000,16500,2003,1,0
0.54,100000,13,38891,69995,11000000,9050,2003,1,0
0.28,100000,13,38891,69995,15000000,9050,2003,1,0
0.09,100000,13,38891,69995,20000000,9050,2003,1,0
0.08,100000,13,38891,69995,25000000,9050,2003,1,0
0.54,100000,22,34290,61776,5000000,13100,2003,1,0
0.18,100000,22,34290,61776,7000000,13100,2003,1,0
0.11,100000,22,34290,61776,8000000,13100,2003,1,0
0.09,100000,22,34290,61776,12000000,13100,2003,1,0
0.08,100000,22,34290,61776,15000000,13100,2003,1,0
0.54,100000,22,34500,61776,5000000,13100,2003,1,0
0.18,100000,22,34500,61776,7000000,13100,2003,1,0
0.11,100000,22,34500,61776,8000000,13100,2003,1,0
0.09,100000,22,34500,61776,12000000,13100,2003,1,0
0.08,100000,22,34500,61776,15000000,13100,2003,1,0
0.72,150000,28,19369,31645,2000000,11550,2003,1,0
0.13,150000,28,19369,31645,3000000,11550,2003,1,0
